cell,cell,batch,leiden,Individual,Technology,Brain Region,AD Index,Total Methylome Reads,Overall Adjusted mCG%,Overall Adjusted mCH%,Overall mCCC%,tsne_0,tsne_1,umap_0,umap_1,pca_0,pca_1,pca_2,pca_3,MajorCluster,ClusterAnno,MajorType,ClusterAnnoHuslColor,ClusterAnnoTab10Color,SubCluster,SubClusterAnno,m3c_cluster
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A1_AD001,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A1_AD001,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD001,3800883.0,0.7206029375514591,0.0049468783642890824,0.004515066596865703,3.3487670824013955,-20.418036958924542,17.373031282506037,5.374051507211763,-0.21967028037215974,0.25384560282633756,6.433552908052863e-05,-0.18471958545097367,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A1_AD006,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A1_AD006,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD006,5828908.0,0.7492672359725773,0.006450860579961064,0.004524759435441306,-19.45961126635487,-33.92354819730696,27.873215021733074,14.318059861084546,-0.4956357070742545,0.398111169538433,-0.05071797532070742,-0.09236244514739855,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A1_AD007,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A1_AD007,snm3C-seq,9,UMB5580,snm3C-seq,BA10,AD007,2730043.0,0.8107707003275787,0.053330986284888984,0.011236717515593258,43.62527686924179,4.199851290382003,30.75812710310493,-6.661457443593703,-0.49255373929268936,-0.23009168007118852,-0.0405539463825671,0.3706515548965955,4,Inh CGE VIP,Inh,#3ba3ec,#e377c2,2,Inh CGE VIP 2,M3C Inh CGE VIP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A1_AD010,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A1_AD010,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD010,3717991.0,0.7436502185409127,0.007194799615780427,0.0045038797341277895,-21.669348670174458,-26.59410885706645,26.000213279298077,13.065815901043386,-0.4133830739146085,0.3258871469028509,-0.030954881261428157,-0.0766050860856845,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A1_AD012,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A1_AD012,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD012,4771439.0,0.7510041084483131,0.006923252682913092,0.004386329468729605,-19.610544562814777,-35.85597348804175,28.63927969370792,14.212939766273742,-0.5103555890584208,0.427909279048749,-0.05683405543851124,-0.10135509913038201,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A2_AD001,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A2_AD001,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD001,3754102.0,0.7703739477035543,0.019955053800354804,0.006466315929989528,9.259641903785521,52.15243812266781,27.757231216557262,4.701662757893013,-0.5694933030722479,0.4031650043096861,-0.04304443050392686,0.14553785102282069,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A2_AD002,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A2_AD002,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD002,4753319.0,0.743914769851665,0.0059081559449888025,0.004035236188671072,-20.449689680856412,-32.794745540075056,27.776348689160525,14.007595091292108,-0.4815751256593536,0.4066904536288394,-0.028244743741024765,-0.09994546211525902,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A2_AD007,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A2_AD007,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD007,4318528.0,0.7472829719026965,0.00628623850592935,0.00411820676781971,-20.554599598280014,-34.14210765109641,28.254379708834104,14.223946178832428,-0.45824561104907297,0.37894872284415776,-0.03415508606680908,-0.08453307428227802,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A2_AD008,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A2_AD008,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD008,4193124.0,0.6898482645397508,0.015848569541476832,0.012973784643928177,3.612245451352634,-25.712583827682593,17.90675387520115,4.620083999034509,-0.20352665832409372,0.19214724555745727,-0.029091483988779625,-0.16758611542149507,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A2_AD010,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A2_AD010,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD010,4690926.0,0.7326078284681635,0.007056270054453562,0.004443774458176899,-19.743675352247497,-35.39993172952305,28.645432613957503,14.451196470186138,-0.4920160133171406,0.40615935105722917,-0.03175993883659103,-0.09614983592998219,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A3_AD002,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A3_AD002,snm3C-seq,5,UMB5580,snm3C-seq,BA10,AD002,5568150.0,0.8101016043856377,0.059401883411650674,0.011993240038272115,23.59238644469798,-38.63822260601559,37.79774833927412,11.209085842314416,-0.31644163720609453,-0.5343356377783344,0.014376979238548684,-0.3661333244066738,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,2,Inh MGE CALB1 2,M3C Inh MGE SST
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A3_AD004,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A3_AD004,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD004,6399368.0,0.7707231453748165,0.018165192729135873,0.0056901175184692005,8.888590532101587,54.17410275498546,28.56825645491877,4.403152871358873,-0.5960152644382214,0.4251295710651622,-0.037835404582062575,0.17355609238207756,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A3_AD008,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A3_AD008,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD008,5084155.0,0.7503859933068214,0.007348168173522003,0.005191053357386738,-22.11625819568694,-24.77407738751295,25.956824555813416,12.209806619937314,-0.44866851787329687,0.3623679855509828,-0.036674659464980254,-0.09225248524141849,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A3_AD010,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A3_AD010,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD010,5500743.0,0.7415411338340733,0.006048811857009262,0.004519741800874628,-20.233985051274587,-25.378045321509944,25.79356247069395,12.697789265330467,-0.3996805958587127,0.334347290292458,-0.03696083394360599,-0.11854609045738836,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A3_AD012,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A3_AD012,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD012,5701407.0,0.7493435067829954,0.006721260633831218,0.004440740683583936,-18.82691086464226,-34.996615371575984,28.280160999087318,14.313170416629045,-0.49585005372344687,0.43243367990036186,-0.0674525848931072,-0.10373914405130508,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD001,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD001,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD001,3185935.0,0.7620693819929949,0.013957255935828996,0.005277544834098336,8.798571043186012,51.25788148767389,27.97174669836587,5.011804985393308,-0.5522591396291688,0.42123027196429375,-0.03932973240056689,0.14576608171707126,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD002,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD002,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD002,3392522.0,0.7678867567820196,0.010784085168801638,0.0044569766827748285,-22.48248325184561,-39.577864582858815,29.982211830333178,13.886540366897163,-0.5850740804561254,0.4200196850304693,-0.05116479083700458,-0.042272307284183484,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD004,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD004,snm3C-seq,9,UMB5580,snm3C-seq,BA10,AD004,3321691.0,0.8273743631925797,0.07298759909818263,0.015241377940756182,42.27955777926581,5.909879286191442,31.285912986940232,-7.29600749725086,-0.5191353228910718,-0.205515585233952,-0.0048450721794272705,0.3553467452777181,4,Inh CGE VIP,Inh,#3ba3ec,#e377c2,8,Inh CGE VIP 8,M3C Inh CGE VIP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD008,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD008,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD008,2846901.0,0.7339789982078422,0.004025215823272132,0.003566209257453197,-0.3301790377596595,-24.21703609691135,16.661092360138905,4.79024202441301,-0.25320782683984033,0.2600550133523438,-0.0318435594370056,-0.14798626939426426,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD010,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD010,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD010,3550546.0,0.7710134368771024,0.014909135305732896,0.005060851456591652,8.41229579759885,51.799441318712624,28.17867783694209,5.045551510218111,-0.5689673518172423,0.41313809831353215,-0.04028245664746444,0.17173533775078653,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD012,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A4_AD012,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD012,3347927.0,0.7529700568460599,0.006312971296938362,0.004053910505516079,-22.34840837715209,-27.092119373431036,26.29739036630877,13.166493826745956,-0.46621967006808873,0.3519460604767539,-0.01696460958772994,-0.06362632464132197,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A5_AD004,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A5_AD004,snm3C-seq,11,UMB5580,snm3C-seq,BA10,AD004,3325233.0,0.7665898584609651,0.042410887073372185,0.009331229434406537,-51.32902444361382,0.5705749836228381,17.041333764194075,25.91516653574909,0.39970509212131905,-0.071973005270057,0.07404251818484456,0.011390189849115369,9,Exc L5-6 PDZRN4,Exc,#4fb031,#d62728,1,Exc L5-6 PDZRN4 1,M3C Exc L5-6 PDZRN4
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A5_AD006,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A5_AD006,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD006,4214502.0,0.7501467547453282,0.005992948929550348,0.00417123674303181,-19.610308886099894,-31.831715870042782,27.589657420245228,14.104186061605601,-0.44312841094800065,0.3783576040899355,-0.06337085224180986,-0.11239465575619904,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A5_AD007,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A5_AD007,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD007,3358545.0,0.7544093254681609,0.0036433843655379393,0.003272690555525858,-0.8498299575032594,-25.09063049156534,16.445220887151052,4.85194841883298,-0.2611321570400515,0.2767494660894762,-0.042329125591320724,-0.17730586186116934,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A5_AD008,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A5_AD008,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD008,3009115.0,0.7476336288628094,0.007357448187351039,0.004800128676739903,-20.50536099305312,-27.664023577864565,26.546200552496163,13.34123431136801,-0.4034887792665885,0.31652890032222003,-0.04934794761369459,-0.08865234665300797,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A6_AD002,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A6_AD002,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD002,3467035.0,0.7713399292554057,0.02014995075251009,0.005531856582819966,8.165517169794887,52.60517074609438,28.409719133082323,4.986798083100528,-0.5819346285275762,0.4119211848377552,-0.034038849054424745,0.15709908441544082,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A6_AD006,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A6_AD006,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD006,3631886.0,0.7468849773440223,0.0072213877841629595,0.0043051138885479324,-20.17785182164974,-34.63530148712786,28.36967652543324,14.22399935207734,-0.49584150936404864,0.3927650222114944,-0.05215719509305835,-0.08195872162720741,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A6_AD008,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A6_AD008,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD008,2943594.0,0.7458606889237154,0.008404063850803611,0.005024281686723139,-19.31269902430175,-32.59710913423175,27.884294368196148,14.196005857063884,-0.4384059919715607,0.3569504767547992,-0.044534373149787566,-0.0867454561764228,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD001,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD001,snm3C-seq,6,UMB5580,snm3C-seq,BA10,AD001,3851639.0,0.7398734705393795,0.027057698577302072,0.00682183643298564,-35.41136302107213,13.525922234914116,-3.23178347378676,1.8360511099862604,0.2697190866755752,-0.006006948310979504,-0.4690719773226694,0.10876584788434017,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,2,Exc L1-3 CUX2 2,M3C Exc L1-3 CUX2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD002,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD002,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD002,5041812.0,0.7432365789638633,0.005904488160790896,0.0039633255132404425,-19.62259940821869,-33.72634471289908,27.586487872304712,14.318712888354199,-0.4677268048919529,0.38667482422250976,-0.033744294311529324,-0.11289573874504047,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD004,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD004,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD004,4549310.0,0.7428840232392376,0.006685256218834943,0.004124445254484313,-19.351897809268365,-35.60498453758669,28.56436381282525,14.557208521244721,-0.49577884445509857,0.41806520734049346,-0.04088916215801798,-0.07714817942362197,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD006,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD006,snm3C-seq,4,UMB5580,snm3C-seq,BA10,AD006,4534652.0,0.7758391963030491,0.020301330407525724,0.005877145110973407,7.971571245062313,53.69804697622756,28.35734373569045,4.480049803960415,-0.59165352666636,0.4146594477445508,-0.04333977497034369,0.17983476834079487,7,NonN Astro FGF3R,NonN,#c053a7,#959622,0,NonN Astro FGF3R 0,M3C NonN Astro FGF3R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD007,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD007,snm3C-seq,5,UMB5580,snm3C-seq,BA10,AD007,3642570.0,0.8081177483002934,0.047629333453706034,0.010699781379354349,23.70155836312161,-46.290836879609714,35.499883242330434,10.917320556504176,-0.3582867760532252,-0.47682542378335296,-0.02022162563962331,-0.29007595054283425,6,Inh MGE CALB1,Inh,#73c4cb,#af8981,3,Inh MGE CALB1 3,M3C Inh MGE SST
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD008,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A7_AD008,snm3C-seq,9,UMB5580,snm3C-seq,BA10,AD008,3258617.0,0.7976839050456649,0.045727517763888,0.010166101672124658,39.386701555609235,2.8174066966752194,30.25052640632785,-6.024386752120386,-0.4724246439472275,-0.25258067963635666,-0.06893266788191374,0.4212592271155664,4,Inh CGE VIP,Inh,#3ba3ec,#e377c2,2,Inh CGE VIP 2,M3C Inh CGE VIP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD002,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD002,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD002,5132637.0,0.7412493948769758,0.007315764351029595,0.004347807582497965,-20.084909280995923,-37.211251584502264,29.161986367651387,14.368775160236405,-0.5239681305588034,0.45774198493902707,-0.06384295405033816,-0.07573395967951253,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD004,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD004,snm3C-seq,8,UMB5580,snm3C-seq,BA10,AD004,6275468.0,0.7169018190664447,0.0045256713319533435,0.004010758836383549,4.163864741027979,-25.340806400617065,17.608306561896907,4.335583392174007,-0.2777536221034847,0.275970351179598,-0.018493292401306104,-0.18697166461113315,2,NonN Micro-Endo TYROBP,NonN,#8b427a,#6e6f22,5,NonN Micro-Endo TYROBP 5,M3C NonN Micro CSF1R
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD006,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD006,snm3C-seq,6,UMB5580,snm3C-seq,BA10,AD006,5950046.0,0.7479308464650274,0.03355729568887991,0.008737100752967311,-36.00512287874849,14.435093945525537,-2.838075403222285,1.769773532261264,0.39294032516984495,-0.031137215262777802,-0.4541276066575219,0.08271548898799447,10,Exc L1-3 CUX2,Exc,#f67088,#1f77b4,2,Exc L1-3 CUX2 2,M3C Exc L1-3 CUX2
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD007,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD007,snm3C-seq,7,UMB5580,snm3C-seq,BA10,AD007,4767541.0,0.8093314951462486,0.06899403799258769,0.0138828156718314,-1.971985211327543,-47.34078325206611,38.554663454213035,4.5501689656857085,-0.24400788717010063,-0.5853412601075162,0.04002505238232074,-0.21129288219285655,8,Inh MGE PVALB,Inh,#36aab5,#8c564b,2,Inh MGE PVALB 2,M3C Inh MGE PVALB
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD008,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD008,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD008,4533229.0,0.7412098141098669,0.00697051502164052,0.004744583533689889,-20.10590130101919,-32.89984776307223,27.563429633548953,14.16722470457215,-0.4885528106176632,0.38855597510363504,-0.03182534265005262,-0.11281024115837823,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD012,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A8_AD012,snm3C-seq,7,UMB5580,snm3C-seq,BA10,AD012,4110303.0,0.8168783481440438,0.0921836585502936,0.019149793753628897,2.232331012949646,-44.35215958400528,38.25698408437861,6.300499363507657,-0.39074074588316193,-0.4273381431628447,-0.0009481049576362249,-0.10980125439278543,8,Inh MGE PVALB,Inh,#36aab5,#8c564b,4,Inh MGE PVALB 4,M3C Inh MGE PVALB
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD001,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD001,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD001,5118417.0,0.7445960687329599,0.007815963033752316,0.005060279443457164,-20.36684615767542,-35.89449326789002,28.682210721365294,14.129266409122971,-0.5192813736478156,0.39626394363063655,-0.06328504992948498,-0.10009346643744653,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD002,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD002,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD002,5894780.0,0.7553364129186919,0.0073965944163402846,0.004418716542298562,-22.734493880410582,-33.18403535563571,28.420271351314987,13.72757754226718,-0.5687332778814139,0.4496471756359121,-0.02299657297294281,-0.06025099238125421,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD004,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD004,snm3C-seq,18,UMB5580,snm3C-seq,BA10,AD004,4955948.0,0.7667591550472825,0.005796079066777033,0.004452290930367403,-25.599145062570315,-15.364385745118566,24.35111145769906,11.914192698675242,-0.4058302961408102,0.3209208000680909,-0.02441643966315721,-0.08511022879913759,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,3,NonN Oligo MBP 3,M3C NonN Oligo MBP PDGFRA
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD006,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD006,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD006,7008594.0,0.7440375982724068,0.0072089732116669995,0.004771750680711924,-18.780830735906175,-34.4290293583477,27.95665089923334,14.284261196390407,-0.4899459070434722,0.41755335498446794,-0.016049515417086855,-0.11590848065984082,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD007,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD007,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD007,5928807.0,0.7468418878831099,0.007702956759944625,0.00452426343225484,-20.616893718101142,-38.28942670044827,29.505007667306536,14.159681680850717,-0.5525285400129041,0.46822211537396397,-0.04541721046120195,-0.06708102444396834,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,1,NonN Oligo MBP 1,M3C NonN Oligo MBP MOBP
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD010,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_A9_AD010,snm3C-seq,18,UMB5580,snm3C-seq,BA10,AD010,5732887.0,0.7594340665199176,0.01604111235495709,0.01232612839512076,-22.48096220393846,-13.404469131620296,22.837899543550105,11.183069021047373,-0.25187877058562147,0.19649743063936437,-0.0015403582753295538,-0.14253980501627248,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,3,NonN Oligo MBP 3,M3C NonN Oligo MBP PDGFRA
190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_B10_AD004,190305_snm3Cseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_B10_AD004,snm3C-seq,1,UMB5580,snm3C-seq,BA10,AD004,5240727.0,0.7573848825441121,0.007045036193020071,0.004389550049565649,-24.367142766885465,-30.222476488191404,26.727346177235205,12.792836438157208,-0.51265232581196,0.38483884506095023,-0.03929188680291713,-0.046491605875067336,1,NonN Oligo MBP,NonN,#f563d3,#bcbd22,2,NonN Oligo MBP 2,M3C NonN Oligo MBP AGAP1
